Name,Sex,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Wilks,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetName
Robert Brocklebank,M,Raw,31,24-34,M-O,119.6,125,227.5,165,255,647.5,6,372.55,517.67,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Robert Mason,M,Raw,43,40-44,M-M1,115.6,125,200,165,250,615,2,356.85,497.22,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Robert Mason,M,Raw,43,40-44,M-O,115.6,125,200,165,250,615,7,356.85,497.22,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Zac Murray,M,Raw,18,18-19,M-T3,120,125,200,100,202.5,502.5,1,288.9,382.02,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Zac Murray,M,Raw,18,18-19,M-O,120,125,200,100,202.5,502.5,8,288.9,382.02,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Trevor Walker #1,M,Raw,71,70-74,M-M7,118.8,125,140,100,200,440,1,253.57,326.02,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Trevor Walker #1,M,Raw,71,70-74,M-O,118.8,125,140,100,200,440,9,253.57,326.02,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Tony Gelsthorpe,M,Raw,31,24-34,M-O,125.8,145,280,195,290,765,1,435.37,609.61,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Balal Ahmed,M,Raw,,20-23,M-JR,88.7,90,220,130,260,610,2,392.36,581.16,Yes,UK,BDFPA,20/01/2019,UK,West Midland Divisional
Charlotte Lewis,F,Raw,,,F-O,50.1,50.5,80,40,102.5,222.5,1,285.4,418.67,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Patricia Tombs,F,Raw,66.5,65-69,F-M6,49.2,50.5,72.5,42.5,92.5,207.5,2,269.82,390.89,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Hayley Rutherford,F,Raw,16.5,16-17,F-T2,48.9,50.5,68,37.5,90,195,3,254.73,365.68,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Bobbie Butters,F,Raw,,16-17,F-T2,53,53,95,55,126.5,276.5,1,339.64,515.27,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Lesley Laver,F,Raw,28.5,24-34,F-O,51.9,53,67.5,42.5,117.5,227.5,2,284.03,421.84,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Lucy Rayner,F,Raw,15,13-15,F-T1,54.9,55.5,85,55,105,245,1,292.79,445.13,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Olivia Sardo,F,Raw,,20-23,F-JR,54.9,55.5,90,50,105,245,2,292.79,445.13,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Rosimery Lima,F,Raw,35.5,35-39,F-O,58.3,58.5,110,80,140,330,1,376.23,591.99,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Pelin Baykal,F,Raw,39.5,35-39,F-O,56.6,58.5,97.5,60,135,292.5,2,341.29,529.42,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Sue Bethell,F,Raw,52.5,50-54,F-M3,56.2,58.5,85,45,145,275,3,322.66,497.78,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Alex Williams,F,Raw,,16-17,F-T2,58.2,58.5,67.5,45,102.5,215,4,245.45,377.44,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Louise Watton,F,Raw,26.5,24-34,F-O,63,63,137.5,77.5,175,390,1,418.84,677.09,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Sarah Inskip,F,Raw,,,F-O,66.5,70,95,60,137.5,292.5,1,301.77,491.87,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Angela Taylor,F,Raw,40.5,40-44,F-M1,68.3,70,85,70,115,270,2,273.26,448.19,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ann Robertson,F,Raw,,50-54,F-M3,62.6,63,40,42.5,100,182.5,3,196.95,308.61,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Rachel Cunningham,F,Raw,23.5,24-34,F-O,78.6,80,117.5,62.5,145,325,1,300.37,510.74,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Shasha Bowers,F,Raw,,,F-O,72,80,100,60,110,270,2,263.53,438.89,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Amrik Mehta,M,Raw,19,18-19,M-T3,55.5,56,117.5,87.5,165,370,1,339.81,470.02,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Tom Sprott,M,Raw,16.5,16-17,M-T2,53.6,56,92.5,70,120,282.5,2,268.67,350.83,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Neil Cook,M,Raw,30.5,24-34,M-O,59.4,60,142.5,105,202,449.5,1,386.92,554.67,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jack Suljevic,M,Raw,16.5,16-17,M-T2,60.5,67.5,120,72.5,142.5,335,2,283.57,385.2,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ted Brown,M,Raw,82,80-999,M-M9,58.6,60,82.5,77.5,127.5,287.5,3,250.61,328.35,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
David Gray,M,Raw,,45-49,M-M2,66.9,67.5,180,140,240,560,1,434.88,646.2,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Mark Green,M,Raw,,16-17,M-T2,64.2,67.5,165,130,185,480,2,385.7,560.18,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Danny MacDonald,M,Raw,,,M-O,65.5,67.5,180,90,190,460,3,363.46,524.58,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
David Probert,M,Raw,36.5,35-39,M-O,67,67.5,152.5,105,200,457.5,4,354.85,511.76,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Sean Maloney,M,Raw,,,M-O,66.6,67.5,150,100,190,440,5,342.94,491.32,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Paul Rutherford,M,Raw,42.5,40-44,M-M1,67.1,67.5,150,105,172.5,427.5,6,331.19,472.05,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Ben Richens,M,Raw,,,M-O,67.1,67.5,140,90,140,370,7,286.64,397.14,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Dan Roach,M,Raw,,16-17,M-T2,65.5,67.5,120,90,155,365,8,288.4,398.7,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ryan Rutherford,M,Raw,15,13-15,M-T1,65.7,67.5,112.5,62.5,125,300,9,236.44,311.72,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Patrick Harvey,M,Raw,76.5,75-79,M-M8,66.1,67.5,90,70,135,295,10,231.35,303.45,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Cliff Haynes,M,Raw,52.5,50-54,M-M3,73.8,75,192.5,145,225,562.5,1,405.39,602.65,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Luke Rogers,M,Raw,,,M-O,74.1,75,192.5,115,242.5,550,2,395.24,585.6,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Michael Ferguson #1,M,Raw,,20-23,M-JR,73.4,75,185,112.5,227.5,525,3,379.84,559.08,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Tim Tran,M,Raw,18.5,18-19,M-O,74,75,180,135,195,510,4,366.85,537.38,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Diljeet Singh,M,Raw,27.5,24-34,M-O,68.5,75,167.5,110,230,507.5,5,386.75,566.97,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Samuel Brooks,M,Raw,,20-23,M-JR,74,75,157.5,105,220,482.5,6,347.07,503.83,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jordan Raine,M,Raw,,16-17,M-T2,75,75,176.5,90,205,471.5,8,335.97,485.45,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
David Chesham,M,Raw,,20-23,M-JR,73.9,75,150,105,215,470,7,338.4,489.08,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Josh Jones,M,Raw,,20-23,M-JR,75,75,140,95,215,450,9,320.65,459.45,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
David Freeman,M,Raw,62.5,60-64,M-M5,73.8,75,140,95,170,405,10,291.88,410.14,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Henry Clark,M,Raw,72.5,70-74,M-M7,74.9,75,115,52.5,150,317.5,11,226.45,299.51,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Sam Dew,M,Raw,26.5,24-34,M-O,82,82.5,230,160,230,620,1,416.86,624.39,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Reece Meakin,M,Raw,22,20-23,M-JR,81.3,82.5,205,150,247.5,602.5,2,407.22,607.99,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Alistair Cannings,M,Raw,21.5,20-23,M-JR,80.8,82.5,223,140,237.5,600,3,407.08,607.72,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Alex Tosh,M,Raw,,,M-O,81.9,82.5,190,155,255,600,4,403.72,602.03,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Martin Smith,M,Raw,39,35-39,M-O,81.8,82.5,195,152.5,247.5,595,5,400.65,596.81,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jean-Pierre Ulldemolins,M,Raw,,,M-O,82.1,82.5,210,135,245,590,6,396.4,589.58,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Steve Walsh,M,Raw,,45-49,M-M2,82.4,82.5,222.5,145,220,587.5,7,393.86,585.24,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Vince Minty,M,Raw,45,45-49,M-M2,82.1,82.5,197.5,148.5,237.5,583.5,8,392.03,582.15,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Will Badenoch,M,Raw,,,M-O,82,82.5,190,145,240,575,9,386.61,572.92,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Terrance Minty,M,Raw,,20-23,M-JR,79.9,82.5,190,125,245,560,10,382.61,566.02,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jack Kuhnert,M,Raw,20.5,20-23,M-JR,81.1,82.5,175,125,210,510,11,345.22,502.51,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Michael Round,M,Raw,,50-54,M-M3,81.3,82.5,170,142.5,195,507.5,12,343.01,498.75,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jamie Sinclair,M,Raw,32.5,24-34,M-O,79.8,82.5,162.5,142.5,200,505,13,345.31,502.56,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Grant Sugarman,M,Raw,50.5,50-54,M-M3,80.2,82.5,165,110,220,495,14,337.41,489.15,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Nicolas May,M,Raw,,20-23,M-JR,82.3,82.5,175,115,205,495,15,332.09,480.16,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Mark Hesketh,M,Raw,,50-54,M-M3,81.4,82.5,187.5,110,190,487.5,16,329.25,475.33,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Tian Weng Leong,M,Raw,,,M-O,80.4,82.5,180,102.5,185,467.5,17,318.16,456.44,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Phillip Wood,M,Raw,,,M-O,76.5,82.5,137.5,107.5,200,445,18,312.81,446.64,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Doug Simpson,M,Raw,,16-17,M-T2,82.4,82.5,150,95,185,430,19,288.27,405.61,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
John Gallacher,M,Raw,81.5,80-999,M-M9,81.9,82.5,100,75,180,355,20,238.87,321.57,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Colin Harrison,M,Raw,,,M-O,89.5,90,235,157.5,285,677.5,1,433.75,651.02,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Iain Kendrick,M,Raw,36.5,35-39,M-O,88.4,90,235,152.5,275,662.5,2,426.88,639.9,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Pierre Shillingford,M,Raw,24.5,24-34,M-O,90,90,215,167.5,260,642.5,3,410.17,610.77,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
David Heath,M,Raw,,,M-O,84.1,90,200,145,242.5,587.5,4,389.14,577.05,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Matthew Bolton,M,Raw,,,M-O,90,90,190,137.5,250,577.5,5,368.67,540.41,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Adam Taylor,M,Raw,29.5,24-34,M-O,87.2,90,215,125,220,560,6,363.48,532.69,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Kevin Kavanagh,M,Raw,42.5,40-44,M-M1,88.7,90,190,140,230,560,7,360.2,526.58,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Sean Smithson,M,Raw,35.5,35-39,M-O,89.3,90,195,130,235,560,8,358.93,524.2,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ross McFarlane,M,Raw,,40-44,M-M1,88.9,90,170,140,245,555,9,356.56,520.33,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Sean Stupples,M,Raw,,,M-O,88.4,90,170,117.5,232.5,520,10,335.06,484.03,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ricky Evans,M,Raw,,20-23,M-JR,89.4,90,165,120,230,515,11,329.9,474.91,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
William Young,M,Raw,,20-23,M-JR,88.8,90,185,110,200,495,12,318.2,455.27,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Shaun Callan,M,Raw,,,M-O,87.9,90,185,105,200,490,13,316.68,452.99,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jack Taylor #6,M,Raw,16.5,16-17,M-T2,90,90,145,85,190,420,14,268.13,369.91,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Alex Hughes,M,Raw,16.5,16-17,M-T2,88.4,90,152.5,80,172.5,405,15,260.96,358.24,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Henry Tosh,M,Raw,32.5,24-34,M-O,93.6,100,240,180,300,720,1,450.93,677.47,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Aaron Hull,M,Raw,27.5,24-34,M-O,98.1,100,245,180,260,685,2,420.17,621.75,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Zackary Becker,M,Raw,,20-23,M-JR,98.9,100,255,145,282.5,682.5,3,417.23,616.05,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Matt Gibson,M,Raw,,20-23,M-JR,97.2,100,240,170,250,660,4,406.42,599.43,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Julian Fernandez,M,Raw,22.5,20-23,M-JR,99.6,100,232.5,132.5,285,650,5,396.22,580.13,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Dave Aldsworth,M,Raw,,,M-O,93.9,100,195,155,265,615,6,384.59,565.14,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Arthur Cowley,M,Raw,53.5,50-54,M-M3,99.8,100,210,145,245,600,7,365.45,528.32,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Andrew Stone,M,Raw,,,M-O,98.3,100,190,140,255,585,8,358.53,517.95,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Chris Martin,M,Raw,,,M-O,96.3,100,200,147.5,235,582.5,9,360.15,522.2,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Mike Roberts,M,Raw,,,M-O,96.5,100,190,137.5,245,572.5,10,353.64,511.1,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Ed Baker,M,Raw,30.5,24-34,M-O,95.7,100,205,115,245,565,11,350.29,506.01,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Darren Greville,M,Raw,42.5,40-44,M-M1,99.6,100,170,152.5,235,557.5,12,339.83,485.52,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Phil Jones,M,Raw,,40-44,M-M1,98.4,100,185,125,225,535,13,327.74,466.13,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Tom Hough,M,Raw,,18-19,M-T3,93.5,100,160,110,212.5,482.5,14,302.34,426.36,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Rob Tring,M,Raw,16.5,16-17,M-T2,94.5,100,140,100,180,420,15,261.88,357.51,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Brett Le Cras,M,Raw,24.5,24-34,M-O,98.9,100,220,,,,DQ,,,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Alistair Murdoch,M,Raw,45,45-49,M-M2,108.4,110,250,215,280,745,1,440.44,643.76,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Iain MacConnachie,M,Raw,27.5,24-34,M-O,107,110,270,180,255,705,2,418.57,609.34,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Michael Goodwin,M,Raw,,20-23,M-JR,106.6,110,220,170,270,660,3,392.34,566.32,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Edward Glover,M,Raw,,20-23,M-JR,108.2,110,200,150,270,620,4,366.76,522.13,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Martin Smith,M,Raw,39,35-39,M-O,105.6,110,200,155,262.5,617.5,5,368.26,527.43,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Gareth Adams,M,Raw,,,M-O,103.1,110,200,150,245,595,6,357.89,512.66,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Steve Lambert,M,Raw,,50-54,M-M3,104.6,110,200,130,252.5,582.5,7,348.54,495.64,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Mike Leadbetter,M,Raw,,60-64,M-M5,109,110,187.5,132.5,250,570,8,336.39,471.07,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
John Gavin Walker,M,Raw,73,70-74,M-M7,101.7,110,191,112.5,231,534.5,9,323.15,455.87,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Pete Gaskin,M,Raw,,50-54,M-M3,109.9,110,160,152.5,220,532.5,10,313.46,432.31,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Ronald Burden,M,Raw,66,65-69,M-M6,102.2,110,160,132.5,225,517.5,11,312.29,437.3,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Josh Viney,M,Raw,,18-19,M-T3,105.7,110,150,90,212.5,452.5,12,269.77,363.65,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Jay Hollingsworth,M,Raw,,,M-O,119.7,125,285,190,330,805,1,463.08,663.85,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Daniel Chesham,M,Raw,,,M-O,122.9,125,272.5,180,305,757.5,2,433.19,610.63,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Richard Gozdecki,M,Raw,,,M-O,119.8,125,255,190,305,750,3,431.36,612.43,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Peter Sutton,M,Raw,,45-49,M-M2,123,125,230,200,292.5,722.5,4,413.1,578.24,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Michael Adams,M,Raw,,45-49,M-M2,122,125,240,190,285,715,5,409.54,573.98,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Scott McBlain,M,Raw,,20-23,M-JR,113.3,125,220,150,235,605,6,352.97,493.6,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
James McDonald,M,Raw,,16-17,M-T2,111.9,125,160,120,200,480,7,281.04,377.05,Yes,Scotland,BDFPA,06/04/2013,England,British Powerlifting Championships
Hywel Adams,M,Raw,,,M-O,130,145,240,135,240,615,1,347.84,464.79,Yes,Wales,BDFPA,06/04/2013,England,British Powerlifting Championships
Iain Boyde,M,Raw,,55-59,M-M4,137.6,145,170,140,230,540,2,302.55,385.13,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Tom Kelly,M,Raw,,,M-O,159,145+,312.5,212.5,300,825,1,452.69,588.07,Yes,England,BDFPA,06/04/2013,England,British Powerlifting Championships
Andy Bonner,M,Raw,63,60-64,M-M5,89.6,90,185,120,255,560,1,358.32,523.02,Yes,England,BDFPA,19/01/2019,UK,Dean Mikosz Memorial and South East Qualifier
Mark Tucker,M,Raw,54,50-54,M-M3,89.9,90,190,120,225,535,2,341.73,494.77,Yes,UK,BDFPA,19/01/2019,UK,Dean Mikosz Memorial and South East Qualifier
Terry Jex,M,Raw,63,60-64,M-M5,94.2,100,200,100,270,570,2,355.93,516.52,Yes,England,BDFPA,19/01/2019,UK,Dean Mikosz Memorial and South East Qualifier
Pandora Porter,F,Raw,27.5,24-34,F-O,62.6,63,120,70,142.5,332.5,4,358.82,576.51,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Alison Booker,F,Raw,,,F-O,57.8,58.5,105,77.5,130,312.5,1,358.69,561.66,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Tom Humphreys,M,Raw,22.5,20-23,M-JR,74.9,75,170,140,235,545,1,388.71,574.92,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Christopher Pengelly,M,Raw,43.5,40-44,M-M1,124.1,125,245,170,260,675,1,385.22,531.99,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Robert Mason,M,Raw,43.5,40-44,M-M1,108.4,110,205,160,255,620,2,366.54,521.55,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Ross Mooney,M,Raw,32.5,24-34,M-O,75.6,82.5,172.5,105,195,472.5,10,334.83,483.75,Yes,UK,BDFPA,24/02/2019,UK,North Midlands Divisional
Imelda Flanagan,F,Raw,50,50-54,F-M3,41.6,44,70,37.5,105,212.5,1,310.15,437.88,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Hayley Rutherford,F,Raw,15,13-15,F-T1,46.8,47.5,62.5,35.5,82.5,180,1,242.83,340.56,Yes,Scotland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Sharon McGee,F,Raw,55,55-59,F-M4,48.6,50.5,37.5,40,87.5,165,1,216.53,303.22,Yes,UK,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Louise Fox,F,Raw,39,35-39,F-O,53.4,55.5,106,70,160,336,1,410.32,631.15,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Rosimery Lima,F,Raw,34,24-34,F-O,58.2,58.5,122.5,70,152.5,345,2,393.86,620.55,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Sue Bethell,F,Raw,51,50-54,F-M3,55.6,58.5,75,47.5,125,247.5,3,292.85,447.36,Yes,Wales,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Orla Smith,F,Raw,45,45-49,F-M2,57,58.5,65,55,115,235,4,272.69,418.62,Yes,Ireland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Sophie Whitefield,F,Raw,22,20-23,F-JR,62.9,63,87.5,55,120,262.5,2,282.25,450.57,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Louise Mather,F,Raw,27,24-34,F-O,68.2,70,115,62.5,167.5,345,1,349.53,575.69,Yes,Scotland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Evelyn Stevenson,F,Raw,24,24-34,F-O,68.4,70,120,72.5,140,332.5,2,336.17,553.77,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Jo Gaskin,F,Raw,41,40-44,F-M1,67.3,70,105,47.5,140,292.5,3,299.17,489.37,Yes,Scotland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Deniz Akin,F,Raw,30,24-34,F-O,63.9,70,90,65,105,260,5,276.26,443.15,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Amy Broomhead,F,Raw,14,13-15,F-T1,64.2,70,90,47.5,105,242.5,6,256.76,411.51,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Mary Anderson,F,Raw,44,40-44,F-M1,75.4,80,147.5,92.5,190,430,1,407.42,687.55,Yes,Scotland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Shachar Head,F,Raw,15,13-15,F-T1,78.5,80,125.5,75,145,345,2,319.08,542.34,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Shasha Bowers,F,Raw,26,24-34,F-O,72.1,80,82.5,45,107.5,235,3,229.16,381.15,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Gabrielle Bennett,F,Raw,18,18-19,F-T3,85.3,90,122.5,60,150,332.5,1,294.28,506.18,Yes,England,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
Ryan Rutherford,M,Raw,14,13-15,M-T1,54.9,56,72.5,40,95,207.5,1,192.63,228.93,Yes,Scotland,WDFPF,12/11/2011,Scotland,World Powerlifting Championships
